date,product_id,units_sold,unit_price,stock_on_hand,reorder_point,is_promotion,discount_pct,month,supplier_lead_days,lag_7,lag_14,rolling_mean_7,rolling_mean_30,rolling_std_7,rolling_std_30,day,quarter,is_weekend,product_category_Beauty,product_category_Electronics,product_category_Home,product_category_Sports,day_of_week_1,day_of_week_2,day_of_week_3,day_of_week_4,day_of_week_5,day_of_week_6
2022-01-06,P011,9,6554.02,116,27,0,0.0,1,4,10.0,15.0,17.571428571428573,18.533333333333335,8.772250620700532,7.205042933818013,6,1,0,False,True,False,False,False,False,True,False,False,False
2022-01-06,P026,31,7355.48,67,42,0,0.0,1,8,10.0,17.0,20.571428571428573,19.0,9.324826054805579,7.54755041330492,6,1,0,False,False,True,False,False,False,True,False,False,False
2022-01-06,P044,26,2036.64,114,36,0,0.0,1,12,24.0,15.0,20.857142857142858,19.233333333333334,9.476788686550092,7.65498860709228,6,1,0,False,False,False,True,False,False,True,False,False,False
2022-01-06,P022,22,14189.15,62,34,0,0.0,1,11,14.0,19.0,22.0,19.033333333333335,8.98146239020499,7.494749119738168,6,1,0,False,True,False,False,False,False,True,False,False,False
2022-01-06,P029,27,1302.5,72,41,0,0.0,1,13,15.0,15.0,23.714285714285715,19.0,8.557925872435174,7.455615795932063,6,1,0,False,False,False,False,False,False,True,False,False,False
2022-01-07,P037,18,5725.3,162,46,0,0.0,1,10,17.0,6.0,23.857142857142858,19.3,8.434622525214584,7.216599638668308,7,1,0,False,True,False,False,False,False,False,True,False,False
2022-01-07,P041,19,17825.52,137,68,0,0.0,1,2,34.0,18.0,21.714285714285715,19.166666666666668,7.2506157373997295,7.182753930282484,7,1,0,False,True,False,False,False,False,False,True,False,False
2022-01-07,P044,17,2064.7,97,36,0,0.0,1,12,9.0,10.0,22.857142857142858,19.466666666666665,5.273473599964627,6.881927022297595,7,1,0,False,False,False,True,False,False,False,True,False,False
2022-01-07,P026,15,7149.08,52,42,0,0.0,1,8,31.0,10.0,20.571428571428573,18.933333333333334,4.577377082170638,6.570221921058222,7,1,0,False,False,True,False,False,False,False,True,False,False
2022-01-07,P049,25,1123.1,66,23,0,0.0,1,8,26.0,24.0,20.428571428571427,18.8,4.391550328268401,6.397197662338913,7,1,0,False,False,False,False,False,False,False,True,False,False
2022-01-07,P033,17,9600.4,186,74,0,0.0,1,13,22.0,14.0,19.714285714285715,18.666666666666668,4.498677054212187,6.391445432188531,7,1,0,False,True,False,False,False,False,False,True,False,False
2022-01-07,P007,21,14637.64,65,60,0,0.0,1,14,27.0,15.0,18.857142857142858,18.8,3.287784027201878,6.397197662338913,7,1,0,False,True,False,False,False,False,False,True,False,False
2022-01-07,P024,15,2658.69,121,58,0,0.0,1,2,18.0,17.0,18.428571428571427,18.566666666666666,3.5989416433697468,6.4041114667189305,7,1,0,False,True,False,False,False,False,False,True,False,False
2022-01-08,P042,38,1151.72,92,31,0,0.0,1,8,19.0,34.0,21.142857142857142,19.133333333333333,8.254868693253526,7.314290845646802,8,1,1,False,False,False,False,False,False,False,False,True,False
2022-01-08,P038,10,12806.56,159,52,0,0.0,1,4,17.0,9.0,20.142857142857142,18.566666666666666,9.209208641871669,7.342288158489751,8,1,1,False,True,False,False,False,False,False,False,True,False
2022-01-08,P010,21,2101.06,83,43,0,0.0,1,12,15.0,31.0,21.0,18.666666666666668,8.925618559330593,7.354723245846065,8,1,1,False,False,True,False,False,False,False,False,True,False
2022-01-08,P035,21,1726.54,244,76,0,0.0,1,5,25.0,26.0,20.428571428571427,18.866666666666667,8.75323069609431,7.3331243439395015,8,1,1,False,False,False,True,False,False,False,False,True,False
2022-01-08,P029,32,1300.77,198,41,0,0.0,1,13,17.0,22.0,22.571428571428573,19.366666666666667,9.571783930858851,7.703484806301595,8,1,1,False,False,False,False,False,False,False,False,True,False
2022-01-08,P007,13,14123.4,235,60,0,0.0,1,14,21.0,27.0,21.428571428571427,19.3,10.244626930854096,7.751084462501203,8,1,1,False,True,False,False,False,False,False,False,True,False
2022-01-08,P014,20,23416.68,30,28,0,0.0,1,9,15.0,18.0,22.142857142857142,19.333333333333332,9.889869756954532,7.751900026637888,8,1,1,False,True,False,False,False,False,False,False,True,False
2022-01-08,P020,13,19394.92,168,45,0,0.0,1,8,38.0,19.0,18.571428571428573,19.266666666666666,7.412987316351012,7.798909443361111,8,1,1,False,True,False,False,False,False,False,False,True,False
2022-01-09,P038,23,13177.49,-136,52,0,0.0,1,4,10.0,17.0,20.428571428571427,19.833333333333332,6.47706576718046,7.4096085490783326,9,1,1,False,True,False,False,False,False,False,False,False,True
2022-01-09,P003,29,4832.82,378,79,0,0.0,1,10,21.0,15.0,21.571428571428573,20.2,7.253898787483024,7.585830711676006,9,1,1,False,False,True,False,False,False,False,False,False,True
2022-01-09,P042,29,1204.52,63,31,0,0.0,1,8,21.0,25.0,22.714285714285715,20.833333333333332,7.761320457119093,7.497509164926771,9,1,1,False,False,False,False,False,False,False,False,False,True
2022-01-09,P020,17,19042.54,151,45,0,0.0,1,8,32.0,17.0,20.571428571428573,21.066666666666666,6.778818551368742,7.253695055213101,9,1,1,False,True,False,False,False,False,False,False,False,True
2022-01-09,P031,34,711.29,181,47,0,0.0,1,13,13.0,21.0,23.571428571428573,21.4,7.480132415430962,7.613961767247289,9,1,1,False,False,False,False,False,False,False,False,False,True
2022-01-09,P028,40,1086.09,68,51,0,0.0,1,8,20.0,15.0,26.428571428571427,22.266666666666666,9.449111825230688,8.199803754309942,9,1,1,False,False,False,False,False,False,False,False,False,True
2022-01-09,P033,19,9614.26,167,74,0,0.0,1,13,13.0,38.0,27.285714285714285,22.4,8.220184217609038,8.10959414775976,9,1,1,False,True,False,False,False,False,False,False,False,True
2022-01-10,P002,17,5702.51,83,55,0,0.0,1,9,23.0,10.0,26.428571428571427,22.4,9.015859043136956,8.10959414775976,10,1,0,False,False,False,True,False,False,False,False,False,False
2022-01-10,P046,20,995.32,118,56,0,0.0,1,2,29.0,21.0,25.142857142857142,21.933333333333334,9.227288721117231,7.8165753738266135,10,1,0,False,False,True,False,False,False,False,False,False,False
2022-01-10,P017,20,19246.05,133,59,0,0.0,1,7,29.0,21.0,23.857142857142858,22.3,9.22728872111723,7.4377879544372885,10,1,0,False,True,False,False,False,False,False,False,False,False
2022-01-10,P024,15,2791.23,106,58,0,0.0,1,2,17.0,32.0,23.571428571428573,21.766666666666666,9.50187951332337,7.3657330245200825,10,1,0,False,True,False,False,False,False,False,False,False,False
2022-01-10,P007,13,14245.14,222,60,0,0.0,1,14,34.0,13.0,20.571428571428573,21.333333333333332,8.960229588895272,7.489456190070713,10,1,0,False,True,False,False,False,False,False,False,False,False
2022-01-10,P032,10,7202.39,103,39,0,0.0,1,12,40.0,20.0,16.285714285714285,20.933333333333334,3.8172540616821116,7.767897391511907,10,1,0,False,True,False,False,False,False,False,False,False,False
2022-01-10,P003,10,4724.53,363,79,0,0.0,1,10,19.0,13.0,15.0,20.366666666666667,4.242640687119285,7.928487847012815,10,1,0,False,False,True,False,False,False,False,False,False,False
2022-01-10,P019,19,755.27,37,33,0,0.0,1,4,17.0,23.0,15.285714285714286,20.4,4.461475305855889,7.920292575578167,10,1,0,False,False,False,False,False,False,False,False,False,False
2022-01-11,P038,17,13407.62,119,52,0,0.0,1,4,20.0,29.0,14.857142857142858,20.333333333333332,4.059087394500206,7.940873457269536,11,1,0,False,True,False,False,True,False,False,False,False,False
2022-01-11,P011,9,6666.42,107,27,0,0.0,1,4,20.0,29.0,13.285714285714286,20.066666666666666,3.860668582611293,8.187178088784394,11,1,0,False,True,False,False,True,False,False,False,False,False
2022-01-11,P047,12,16270.1,94,21,0,0.0,1,6,15.0,17.0,12.857142857142858,19.966666666666665,3.8047589248453653,8.269108834665332,11,1,0,False,True,False,False,True,False,False,False,False,False
2022-01-11,P010,22,2011.75,61,43,0,0.0,1,12,13.0,34.0,14.142857142857142,19.866666666666667,5.145501965424798,8.224158413430242,11,1,0,False,False,True,False,True,False,False,False,False,False
2022-01-11,P009,26,3387.98,71,43,0,0.0,1,2,10.0,40.0,16.428571428571427,20.166666666666668,6.399404734221845,8.27994391674049,11,1,0,False,False,False,False,True,False,False,False,False,False
2022-01-11,P031,28,744.94,153,47,0,0.0,1,13,10.0,19.0,19.0,20.4,6.97614984548545,8.401970212294012,11,1,0,False,False,False,False,True,False,False,False,False,False
2022-01-11,P004,23,3404.8,-138,40,0,0.0,1,14,19.0,17.0,19.571428571428573,20.666666666666668,7.138093649734567,8.351474506743203,11,1,0,False,False,False,False,True,False,False,False,False,False
2022-01-11,P005,20,8427.17,100,72,0,0.0,1,9,17.0,20.0,20.0,20.066666666666666,7.047458170621991,7.683090853131393,11,1,0,False,True,False,False,True,False,False,False,False,False
2022-01-11,P036,37,996.47,96,22,0,0.0,1,8,9.0,20.0,24.0,20.966666666666665,7.681145747868608,8.036482904309844,11,1,0,True,False,False,False,True,False,False,False,False,False
2022-01-11,P025,36,1359.98,224,51,0,0.0,1,5,12.0,15.0,27.428571428571427,21.466666666666665,6.729466121893644,8.492322428516541,11,1,0,False,False,False,False,True,False,False,False,False,False
2022-01-12,P003,18,4826.76,345,79,0,0.0,1,10,22.0,13.0,26.857142857142858,21.366666666666667,7.403345447128873,8.515638082611485,12,1,0,False,False,True,False,False,True,False,False,False,False
2022-01-12,P031,20,742.14,133,47,0,0.0,1,13,26.0,10.0,26.0,20.966666666666665,7.852812659593165,8.27744477203098,12,1,0,False,False,False,False,False,True,False,False,False,False
2022-01-12,P016,15,9392.48,156,43,0,0.0,1,6,28.0,10.0,24.142857142857142,21.033333333333335,8.7831006565368,8.218915665259237,12,1,0,False,True,False,False,False,True,False,False,False,False
2022-01-12,P015,24,12428.67,116,52,0,0.0,1,8,23.0,19.0,24.285714285714285,21.166666666666668,8.769536014223439,8.234005742936585,12,1,0,False,True,False,False,False,True,False,False,False,False
2022-01-12,P020,18,19575.75,133,45,0,0.0,1,8,20.0,17.0,24.0,21.333333333333332,8.962886439832502,8.11271175095128,12,1,0,False,True,False,False,False,True,False,False,False,False
2022-01-12,P036,24,963.59,72,22,0,0.0,1,8,37.0,9.0,22.142857142857142,21.366666666666667,6.938505396903366,8.121845099242657,12,1,0,True,False,False,False,False,True,False,False,False,False
2022-01-12,P021,25,2765.15,210,58,0,0.0,1,12,36.0,12.0,20.571428571428573,21.233333333333334,3.823486317361109,8.024459734024997,12,1,0,False,False,False,False,False,True,False,False,False,False
2022-01-12,P012,25,4915.18,191,78,0,0.0,1,6,18.0,22.0,21.571428571428573,21.1,3.952094080237415,7.923557194889784,12,1,0,False,False,False,True,False,True,False,False,False,False
2022-01-12,P039,22,2599.85,56,43,0,0.0,1,12,20.0,26.0,21.857142857142858,21.266666666666666,3.8913824205360674,7.886843402184091,12,1,0,False,False,True,False,False,True,False,False,False,False
2022-01-12,P008,32,2017.54,54,20,0,0.0,1,10,15.0,28.0,24.285714285714285,21.2,4.191828786034631,7.783271185358224,12,1,0,True,False,False,False,False,True,False,False,False,False
2022-01-12,P040,27,1415.81,142,51,0,0.0,1,9,24.0,23.0,24.714285714285715,20.766666666666666,4.3094580368566735,7.02548726170419,12,1,0,False,False,False,False,False,True,False,False,False,False
2022-01-13,P049,28,1165.88,38,23,0,0.0,1,8,18.0,20.0,26.142857142857142,21.066666666666666,3.236694374850751,7.138691724695072,13,1,0,False,False,False,False,False,False,True,False,False,False
2022-01-13,P004,31,3446.33,107,40,0,0.0,1,14,24.0,37.0,27.142857142857142,21.533333333333335,3.5321651258386124,7.319003763624805,13,1,0,False,False,False,False,False,False,True,False,False,False
2022-01-13,P020,12,19003.14,121,45,0,0.0,1,8,25.0,36.0,25.285714285714285,21.266666666666666,6.77530529974568,7.519782339721119,13,1,0,False,True,False,False,False,False,True,False,False,False
2022-01-13,P046,23,988.35,95,56,0,0.0,1,2,25.0,18.0,25.0,21.366666666666667,6.831300510639732,7.5223040001893295,13,1,0,False,False,True,False,False,False,True,False,False,False
2022-01-13,P029,16,1301.31,182,41,0,0.0,1,13,22.0,20.0,24.142857142857142,21.4,7.603257447273753,7.495285874790074,13,1,0,False,False,False,False,False,False,True,False,False,False
2022-01-13,P011,23,6716.17,84,27,0,0.0,1,4,32.0,15.0,22.857142857142858,21.733333333333334,6.768273325562715,7.32936151584059,13,1,0,False,True,False,False,False,False,True,False,False,False
2022-01-14,P011,29,6483.83,55,27,1,53.0,1,4,27.0,24.0,23.142857142857142,22.366666666666667,7.01019665507731,7.097757457080388,14,1,0,False,True,False,False,False,False,False,True,False,False
2022-01-14,P048,29,1900.06,82,51,1,21.0,1,7,28.0,18.0,23.285714285714285,23.0,7.1347573122539965,6.797565487122885,14,1,0,False,False,False,False,False,False,False,True,False,False
2022-01-14,P024,32,2802.79,74,58,1,54.2,1,2,31.0,24.0,23.428571428571427,23.433333333333334,7.322502824789321,6.946511569738137,14,1,0,False,True,False,False,False,False,False,True,False,False
2022-01-14,P033,18,9651.69,149,74,1,47.2,1,13,12.0,25.0,24.285714285714285,23.466666666666665,5.992058236095664,6.916912473128424,14,1,0,False,True,False,False,False,False,False,True,False,False
2022-01-14,P006,26,10007.26,325,79,1,21.5,1,13,23.0,25.0,24.714285714285715,24.033333333333335,5.992058236095664,6.365225208429238,14,1,0,False,True,False,False,False,False,False,True,False,False
2022-01-14,P036,32,1005.67,40,22,1,22.6,1,8,16.0,22.0,27.0,24.7,5.099019513592782,6.103419053115319,14,1,0,True,False,False,False,False,False,False,True,False,False
2022-01-14,P039,30,2655.11,184,43,1,17.7,1,12,23.0,32.0,28.0,24.966666666666665,4.864839839775471,6.155924162857324,14,1,0,False,False,True,False,False,False,False,True,False,False
2022-01-14,P021,33,2801.94,177,58,1,15.5,1,12,29.0,27.0,28.571428571428573,25.2,5.223572942509204,6.326735825597321,14,1,0,False,False,False,False,False,False,False,True,False,False
2022-01-14,P045,14,16208.39,78,21,1,12.9,1,13,29.0,28.0,26.428571428571427,24.733333333333334,7.568732673685486,6.622497358577644,14,1,0,False,True,False,False,False,False,False,True,False,False
2022-01-14,P012,45,4782.41,146,78,1,33.8,1,6,32.0,31.0,28.285714285714285,25.466666666666665,10.27479579220086,7.573699197897284,14,1,0,False,False,False,True,False,False,False,True,False,False
2022-01-15,P035,41,1718.25,203,76,1,32.3,1,5,18.0,12.0,31.571428571428573,26.166666666666668,10.11364001167306,8.008974850810784,15,1,1,False,False,False,True,False,False,False,False,True,False
2022-01-15,P020,23,19608.49,98,45,1,12.9,1,8,26.0,23.0,31.142857142857142,25.7,10.447145885018408,7.759976892962403,15,1,1,False,True,False,False,False,False,False,False,True,False
2022-01-15,P029,52,1333.07,130,41,1,49.4,1,13,32.0,16.0,34.0,26.233333333333334,13.114877048603997,8.95075929483209,15,1,1,False,False,False,False,False,False,False,False,True,False
2022-01-15,P003,43,4894.68,302,79,1,52.0,1,10,30.0,23.0,35.857142857142854,27.066666666666666,13.371967836093674,9.314183967933307,15,1,1,False,False,True,False,False,False,False,False,True,False
2022-01-15,P047,21,16522.63,73,21,1,16.4,1,6,33.0,29.0,34.142857142857146,27.1,14.519281105121001,9.289779329994879,15,1,1,False,True,False,False,False,False,False,False,True,False
2022-01-15,P039,36,2589.54,148,43,1,18.3,1,12,14.0,29.0,37.285714285714285,27.8,11.499482390007614,9.136512576960948,15,1,1,False,False,True,False,False,False,False,False,True,False
2022-01-15,P042,46,1200.2,89,31,1,29.2,1,8,45.0,32.0,37.42857142857143,28.533333333333335,11.616900660347445,9.687294677097402,15,1,1,False,False,False,False,False,False,False,False,True,False
2022-01-16,P038,40,13136.51,79,52,1,56.0,1,4,41.0,18.0,37.285714285714285,29.266666666666666,11.571722512433567,9.695122603600776,16,1,1,False,True,False,False,False,False,False,False,False,True
2022-01-16,P013,45,2317.08,113,77,1,15.9,1,10,23.0,26.0,40.42857142857143,29.966666666666665,9.913915184512838,10.053249031629234,16,1,1,True,False,False,False,False,False,False,False,False,True
2022-01-16,P024,36,2725.76,250,58,1,45.1,1,2,52.0,32.0,38.142857142857146,30.333333333333332,8.552359741197575,10.066445913694338,16,1,1,False,True,False,False,False,False,False,False,False,True
2022-01-16,P033,22,9220.74,127,74,1,14.4,1,13,43.0,30.0,35.142857142857146,30.233333333333334,10.106574946185134,10.135915430250762,16,1,1,False,True,False,False,False,False,False,False,False,True
2022-01-16,P007,23,4863.62,199,60,1,12.0,1,14,21.0,33.0,35.42857142857143,30.266666666666666,9.65845299650592,10.109515262888463,16,1,1,False,True,False,False,False,False,False,False,False,True
2022-01-16,P004,23,3403.59,51,40,1,59.3,1,14,36.0,14.0,33.57142857142857,29.966666666666665,10.721584815333078,10.189525836937129,16,1,1,False,False,False,False,False,False,False,False,False,True
2022-01-16,P023,38,2628.04,53,32,1,46.1,1,4,46.0,45.0,32.42857142857143,30.333333333333332,9.536895771286423,10.276633466378906,16,1,1,False,True,False,False,False,False,False,False,False,True
2022-01-16,P044,46,2125.48,51,36,1,33.2,1,12,40.0,41.0,33.285714285714285,30.933333333333334,10.546947199929235,10.654231257024648,16,1,1,False,False,False,True,False,False,False,False,False,True
2022-01-16,P010,39,2026.97,184,43,1,23.4,1,12,45.0,23.0,32.42857142857143,31.2,9.64118151226191,10.755591969793654,16,1,1,False,False,True,False,False,False,False,False,False,True
2022-01-16,P046,32,985.76,63,56,1,20.0,1,2,36.0,52.0,31.857142857142858,31.866666666666667,9.511897312113414,10.125874447835773,16,1,1,False,False,True,False,False,False,False,False,False,True
2022-01-17,P022,16,14212.39,46,34,0,0.0,1,11,22.0,43.0,31.0,31.633333333333333,10.739335795724669,10.413795006470107,17,1,0,False,True,False,False,False,False,False,False,False,False
2022-01-17,P027,14,11476.81,225,62,0,0.0,1,14,23.0,21.0,29.714285714285715,31.566666666666666,12.284329933079858,10.52315454648441,17,1,0,False,True,False,False,False,False,False,False,False,False
2022-01-17,P024,20,2767.96,230,58,0,0.0,1,2,23.0,36.0,29.285714285714285,31.466666666666665,12.605743211122531,10.621167327666907,17,1,0,False,True,False,False,False,False,False,False,False,False
2022-01-17,P035,21,1777.54,182,76,0,0.0,1,5,38.0,46.0,26.857142857142858,31.2,12.280452915488244,10.784407646035186,17,1,0,False,False,False,True,False,False,False,False,False,False
2022-01-17,P017,15,19232.47,118,59,0,0.0,1,7,46.0,40.0,22.428571428571427,30.733333333333334,9.50187951332336,11.178592019580552,17,1,0,False,True,False,False,False,False,False,False,False,False
2022-01-17,P023,18,2661.61,35,32,0,0.0,1,4,39.0,45.0,19.428571428571427,30.266666666666666,6.106202935189282,11.413643781361683,17,1,0,False,True,False,False,False,False,False,False,False,False
2022-01-17,P013,33,2339.7,80,77,0,0.0,1,10,32.0,36.0,19.571428571428573,30.766666666666666,6.451282633635541,11.183988966169558,17,1,0,True,False,False,False,False,False,False,False,False,False
2022-01-17,P005,18,8164.85,82,72,0,0.0,1,9,16.0,22.0,19.857142857142858,30.5,6.309478885734045,11.394947458685671,17,1,0,False,True,False,False,False,False,False,False,False,False
2022-01-17,P030,22,23335.09,150,64,0,0.0,1,10,14.0,23.0,21.0,30.166666666666668,5.773502691896249,11.495376381872829,17,1,0,False,True,False,False,False,False,False,False,False,False
2022-01-17,P019,24,758.6,120,33,0,0.0,1,4,20.0,23.0,21.571428571428573,29.966666666666665,5.85540043769119,11.550439111919557,17,1,0,False,False,False,False,False,False,False,False,False,False
2022-01-17,P001,11,23676.7,93,45,0,0.0,1,13,21.0,38.0,20.142857142857142,29.233333333333334,7.104659772022189,12.039255714574704,17,1,0,False,True,False,False,False,False,False,False,False,False
2022-01-18,P019,29,787.58,91,33,0,0.0,1,4,15.0,46.0,22.142857142857142,29.733333333333334,7.380798769522874,11.691238491762302,18,1,0,False,False,False,False,True,False,False,False,False,False
2022-01-18,P034,19,2501.23,198,52,0,0.0,1,2,18.0,39.0,22.285714285714285,28.866666666666667,7.29644401322282,11.482320242917789,18,1,0,False,False,False,True,True,False,False,False,False,False
2022-01-18,P036,34,972.51,91,22,0,0.0,1,8,33.0,32.0,22.428571428571427,28.633333333333333,7.546680127869529,11.29688188085036,18,1,0,True,False,False,False,True,False,False,False,False,False
2022-01-18,P035,22,1755.93,160,76,0,0.0,1,5,18.0,16.0,23.0,28.6,7.302967433402208,11.315537075647136,18,1,0,False,False,False,True,True,False,False,False,False,False
2022-01-18,P021,26,2712.02,151,58,0,0.0,1,12,22.0,14.0,23.571428571428573,27.733333333333334,7.367883976130065,10.421904430286391,18,1,0,False,False,False,False,True,False,False,False,False,False
2022-01-18,P047,15,16109.68,58,21,0,0.0,1,6,24.0,20.0,22.285714285714285,26.8,8.035634920242984,10.260066545458733,18,1,0,False,True,False,False,True,False,False,False,False,False
2022-01-18,P027,15,11400.2,216,62,0,0.0,1,14,11.0,21.0,22.857142857142858,26.6,7.197883286739492,10.434029208184223,18,1,0,False,True,False,False,True,False,False,False,False,False
2022-01-18,P026,17,7109.67,141,42,0,0.0,1,8,29.0,15.0,21.142857142857142,25.966666666666665,6.914443130833002,10.420415417403687,18,1,0,False,False,True,False,True,False,False,False,False,False
2022-01-18,P049,21,1124.29,63,23,0,0.0,1,8,19.0,18.0,21.428571428571427,25.133333333333333,6.8521807442872396,9.74054212657285,18,1,0,False,False,False,False,True,False,False,False,False,False
2022-01-18,P007,15,14322.26,184,60,0,0.0,1,14,34.0,33.0,18.714285714285715,24.3,4.347960660443212,9.491012082219035,18,1,0,False,True,False,False,True,False,False,False,False,False
2022-01-18,P030,13,22964.76,137,64,0,0.0,1,10,22.0,18.0,17.428571428571427,23.233333333333334,4.5408201482824095,8.86170892421272,18,1,0,False,True,False,False,True,False,False,False,False,False
2022-01-19,P036,32,979.66,59,22,0,0.0,1,8,26.0,22.0,18.285714285714285,23.1,6.550172662209888,8.69145438406858,19,1,0,True,False,False,False,False,True,False,False,False,False
2022-01-19,P023,10,2589.85,103,32,0,0.0,1,4,15.0,24.0,17.571428571428573,22.7,7.207800007795778,9.013973826117487,19,1,0,False,True,False,False,False,True,False,False,False,False
2022-01-19,P037,14,5820.58,148,46,0,0.0,1,10,15.0,11.0,17.428571428571427,22.4,7.276838664721159,9.152350367057602,19,1,0,False,True,False,False,False,True,False,False,False,False
2022-01-19,P028,25,1083.24,170,51,0,0.0,1,8,17.0,29.0,18.571428571428573,22.466666666666665,7.807200583588257,9.164148034345713,19,1,0,False,False,False,False,False,True,False,False,False,False
2022-01-19,P033,17,9637.59,110,74,0,0.0,1,13,21.0,19.0,18.0,21.766666666666666,7.745966692414825,8.728405207783634,19,1,0,False,True,False,False,False,True,False,False,False,False
2022-01-19,P035,18,1735.58,142,76,0,0.0,1,5,15.0,34.0,18.428571428571427,20.833333333333332,7.634508123364213,7.4513749406231895,19,1,0,False,False,False,True,False,True,False,False,False,False
2022-01-19,P044,22,2079.45,111,36,0,0.0,1,12,13.0,22.0,19.714285714285715,20.266666666666666,7.319250547113991,6.6224973585776485,19,1,0,False,False,False,True,False,True,False,False,False,False
2022-01-19,P007,17,14450.29,167,60,0,0.0,1,14,32.0,26.0,17.571428571428573,19.766666666666666,4.928053803045798,6.262550616951944,19,1,0,False,True,False,False,False,True,False,False,False,False
2022-01-19,P042,23,1178.28,66,31,0,0.0,1,8,10.0,15.0,19.428571428571427,20.0,3.952094080237399,6.247758218642973,19,1,0,False,False,False,False,False,True,False,False,False,False
2022-01-19,P003,20,4839.64,282,79,0,0.0,1,10,14.0,15.0,20.285714285714285,20.2,3.1471831698777533,6.144243170475201,19,1,0,False,False,True,False,False,True,False,False,False,False
2022-01-20,P001,17,24481.04,76,45,0,0.0,1,13,25.0,17.0,19.142857142857142,20.1,2.544836041121383,6.171961069893101,20,1,0,False,True,False,False,False,False,True,False,False,False
2022-01-20,P005,21,8379.74,295,72,0,0.0,1,9,17.0,21.0,19.714285714285715,20.1,2.429971585175798,6.171961069893101,20,1,0,False,True,False,False,False,False,True,False,False,False
2022-01-20,P046,19,963.99,181,56,0,0.0,1,2,18.0,15.0,19.857142857142858,20.233333333333334,2.3401261667248527,6.100781935939456,20,1,0,False,False,True,False,False,False,True,False,False,False
2022-01-20,P024,10,2745.41,220,58,0,0.0,1,2,22.0,13.0,18.142857142857142,19.966666666666665,4.180453381654956,6.370640271688905,20,1,0,False,True,False,False,False,False,True,False,False,False
